reference_id;reference_date;user-reference_id;shop-reference_id;total_amount;total_discount;channel
549;2023-03-09;249;1;68.7;44.17;mobile
550;2022-09-18;778;3;275.63;44.88;e-commerce
551;2025-02-22;743;1;416.98;44.42;e-commerce
552;2024-12-24;725;1;79.83;37.13;retail
553;2022-10-07;346;1;74.29;37.94;e-commerce
554;2022-02-19;61;1;245.74;5.23;mobile
555;2023-04-25;213;3;47.56;37.08;retail
556;2023-02-21;706;3;161.72;6.17;retail
557;2024-09-30;993;2;125.3;27.69;mobile
558;2023-02-02;152;3;65.03;36.09;e-commerce
559;2023-04-19;400;2;355.82;6.71;retail
560;2023-01-08;236;3;68.56;31.59;e-commerce
561;2023-12-20;319;3;183.8;46.63;mobile
562;2023-08-21;758;3;361.28;20.42;e-commerce
563;2023-08-28;797;1;240.15;34.26;retail
564;2022-08-23;769;3;297.2;5.42;mobile
565;2024-06-20;528;1;355.92;43.65;retail
566;2022-10-21;6;1;97.43;11.54;retail
567;2022-02-04;49;1;391.1;19.41;retail
568;2025-01-02;777;2;283.43;13.78;e-commerce
569;2023-12-11;170;1;444.44;0.88;mobile
570;2022-09-18;980;1;24.81;27.76;mobile
571;2023-12-23;631;2;262.5;49.08;e-commerce
572;2024-06-07;521;1;86.53;2.98;mobile
573;2023-04-19;619;2;398.49;13.06;mobile
574;2023-05-29;161;1;278.32;47.72;e-commerce
575;2023-03-03;752;1;273.5;28.2;e-commerce
576;2024-02-27;436;3;90.28;32.43;e-commerce
577;2024-02-03;849;1;117.71;6.69;e-commerce
578;2024-02-15;503;2;426.71;19.34;e-commerce
579;2022-03-04;967;2;180.34;31.98;e-commerce
580;2023-12-07;96;2;344.59;46.54;retail
581;2023-09-11;708;1;350.95;16.69;e-commerce
582;2023-08-07;24;1;255.17;37.19;e-commerce
583;2025-03-17;106;3;347.97;45.25;retail
584;2024-02-24;868;2;115.75;11.12;e-commerce
585;2022-01-20;336;2;21.8;45.51;retail
586;2023-06-16;802;3;89.41;9.3;mobile
587;2025-02-08;281;1;446.51;38.94;retail
588;2023-05-07;470;1;100.14;15.12;e-commerce
589;2023-11-06;476;3;65.11;47.15;e-commerce
590;2023-11-30;124;1;178.47;12.19;mobile
591;2022-09-15;742;1;492.34;43.14;e-commerce
592;2023-08-05;658;2;298.15;39.73;e-commerce
593;2022-04-17;111;2;197.95;11.4;e-commerce
594;2025-02-10;300;1;150.85;45.52;mobile
595;2022-08-07;169;1;78.24;28.95;retail
596;2022-02-06;624;3;441.09;39.75;mobile
597;2022-07-22;65;2;31.12;12.29;mobile
598;2023-09-01;681;3;110.33;0.41;retail
599;2023-03-27;57;2;70.72;45.73;retail
600;2023-11-18;699;1;368.89;33.47;retail
601;2025-03-09;7;3;408.4;7.34;mobile
602;2022-11-18;228;3;190.71;24.38;retail
603;2023-04-21;151;3;37.95;46.52;mobile
604;2023-05-13;194;2;98.96;35.83;retail
605;2023-04-23;696;2;414.63;30.38;retail
606;2023-10-22;187;2;24.37;46.28;retail
607;2023-04-24;177;1;249.99;23.4;mobile
608;2023-12-29;153;1;371.74;0.8;e-commerce
609;2025-02-05;458;3;170.29;1.2;e-commerce
610;2023-04-05;952;2;70.29;45.72;mobile
611;2024-08-11;474;3;340.2;13.11;retail
612;2024-02-29;423;1;464.12;27.7;e-commerce
613;2023-07-09;145;1;357.55;17.29;retail
614;2024-09-07;454;2;320.18;31.17;mobile
615;2024-03-28;814;3;259.22;42.12;e-commerce
616;2022-03-12;475;1;492.84;4.73;mobile
617;2023-06-02;376;1;252.9;31.16;retail
618;2024-08-02;423;3;72.71;29.2;e-commerce
619;2025-01-22;85;1;149.07;0.5;e-commerce
620;2024-04-11;480;1;312.57;27.01;retail
621;2024-12-06;764;2;128.45;15.73;retail
622;2022-11-02;711;2;350.18;39.19;mobile
623;2024-05-05;696;2;376.76;5.83;e-commerce
624;2025-03-29;633;2;341.01;4.19;retail
625;2022-06-04;173;2;428.11;39.82;mobile
626;2022-12-29;714;1;387.44;2.16;retail
627;2023-12-17;331;1;219.85;25.07;mobile
628;2022-06-07;171;2;129.22;6.37;retail
629;2024-12-11;197;3;395.73;6.63;mobile
630;2024-08-23;446;1;174.89;13.5;retail
631;2024-02-24;551;2;77.66;21.19;e-commerce
632;2022-09-08;707;2;400.29;16.02;mobile
633;2022-11-04;380;1;273.37;27.9;mobile
634;2024-12-01;493;3;411.79;33.6;mobile
635;2022-04-15;976;2;89.72;12.15;retail
636;2024-07-20;550;1;460.98;34.64;mobile
637;2024-01-08;534;2;409.25;4.98;mobile
638;2022-05-04;679;2;194.01;16.55;retail
639;2022-12-15;277;3;182.55;41.77;e-commerce
640;2023-07-04;583;2;65.71;27.99;mobile
641;2022-08-27;486;1;235.85;30.29;mobile
642;2024-06-14;961;3;211.4;17.24;e-commerce
643;2024-08-30;69;1;20.5;18.32;retail
644;2024-12-07;65;1;58.56;49.27;mobile
645;2023-09-21;722;2;256.74;24.88;retail
646;2023-10-23;626;3;56.42;32.62;retail
647;2022-04-19;53;2;163.39;32.54;mobile
648;2024-11-05;781;2;11.74;34.23;e-commerce
649;2023-07-07;994;2;266.47;29.31;retail
650;2023-11-06;915;3;408.54;3.07;mobile
651;2024-04-22;111;2;190.28;39.92;mobile
652;2023-04-20;850;2;52.25;0.26;e-commerce
653;2025-02-18;694;2;357.43;29.19;mobile
654;2022-12-29;972;1;383.55;42.68;e-commerce
655;2022-05-05;300;2;232.99;11.1;mobile
656;2024-10-19;206;1;174.33;40.86;mobile
657;2024-12-23;909;3;278.31;10.8;retail
658;2025-02-12;67;2;467.9;39.81;mobile
659;2024-01-14;619;1;348.46;24.4;retail
660;2023-11-27;382;3;422.27;42.09;mobile
661;2024-06-18;166;2;130.4;45.7;mobile
662;2022-11-18;827;1;253.87;0.77;e-commerce
663;2022-05-26;848;2;234.56;43.11;e-commerce
664;2023-03-03;5;3;282.31;41.72;retail
665;2024-10-18;900;3;307.6;29.5;mobile
666;2023-08-15;692;1;127.66;33.96;e-commerce
667;2024-07-23;154;1;131.29;4.92;mobile
668;2022-08-11;875;1;223.47;25.55;mobile
669;2024-11-27;777;1;100.19;4.31;retail
670;2024-09-13;520;2;253.05;43.95;e-commerce
671;2023-03-23;885;1;313.89;35.69;mobile
672;2022-02-10;19;3;457.05;35.69;mobile
673;2022-03-12;903;1;38.51;1.12;mobile
674;2023-06-02;221;3;127.81;13.46;e-commerce
675;2024-07-02;479;3;357.92;38.7;e-commerce
676;2023-02-14;232;2;246.36;47.84;retail
677;2022-12-15;69;1;91.34;4.75;e-commerce
678;2025-02-12;840;1;324.35;26.7;mobile
679;2023-07-25;217;1;27.53;22.75;mobile
680;2024-03-06;684;3;306.81;4.67;mobile
681;2024-08-31;420;3;366.05;29.25;mobile
682;2023-10-19;189;1;453.1;39.05;mobile
683;2024-10-08;410;2;249.38;14.71;mobile
684;2023-07-10;955;1;290.79;40.75;e-commerce
685;2024-05-05;815;2;194.01;28.3;retail
686;2023-07-14;62;1;381.54;33.09;retail
687;2023-11-09;895;3;390.24;6.41;retail
688;2023-12-23;123;1;209.74;5.39;e-commerce
689;2023-03-08;25;1;28.03;17.44;retail
690;2023-07-15;838;1;496.81;10.59;retail
691;2022-08-23;684;1;102.85;13.75;retail
692;2023-12-29;913;1;336.71;23.17;retail
693;2023-07-03;978;3;230.01;36.81;mobile
694;2024-09-11;261;1;163.84;14.57;e-commerce
695;2022-04-25;303;3;417.5;19.51;mobile
696;2023-11-03;945;1;117.64;36.65;mobile
697;2023-05-07;279;2;102.81;33.29;e-commerce
698;2025-03-16;242;2;255.32;16.4;mobile
699;2023-07-19;144;2;277.77;22.89;retail
700;2025-01-18;605;2;464.07;24.29;e-commerce
701;2022-04-18;68;1;173.28;42.41;mobile
702;2023-10-27;225;2;432.83;45.9;e-commerce
703;2023-07-24;890;3;367.79;31.36;retail
704;2024-06-13;537;2;312.64;32.42;retail
705;2024-12-08;536;1;252.01;20.66;e-commerce
706;2024-01-10;736;2;198.58;17.88;e-commerce
707;2024-08-22;767;3;85.22;22.88;retail
708;2024-07-18;233;2;483.85;4.05;mobile
709;2024-12-31;263;2;41.0;20.16;e-commerce
710;2023-10-04;706;1;84.54;8.14;e-commerce
711;2022-06-10;583;3;79.85;24.76;mobile
712;2024-08-25;315;3;176.85;7.87;mobile
713;2023-08-01;379;1;403.76;48.16;mobile
714;2023-11-04;688;3;263.88;19.97;retail
715;2023-01-13;535;2;234.55;2.74;mobile
716;2023-11-19;706;3;455.45;17.38;mobile
717;2022-02-20;615;3;234.06;27.41;e-commerce
718;2023-11-25;448;3;90.56;43.26;mobile
719;2022-01-29;660;2;377.63;21.53;mobile
720;2024-08-31;878;3;291.36;38.28;mobile
721;2025-03-02;825;2;152.46;15.74;e-commerce
722;2023-07-12;16;3;442.1;48.7;e-commerce
723;2023-01-25;254;2;91.06;4.18;e-commerce
724;2023-10-01;224;3;329.65;38.85;e-commerce
725;2022-06-26;961;3;64.64;12.29;mobile
726;2024-12-02;175;1;92.97;41.97;retail
727;2023-10-02;559;2;423.18;10.87;retail
728;2022-10-04;880;2;177.98;33.65;e-commerce
729;2024-01-21;134;1;184.03;33.67;e-commerce
730;2025-01-22;619;2;474.53;47.0;e-commerce
731;2025-02-14;51;1;81.83;16.11;retail
732;2022-10-26;415;3;462.09;38.59;retail
733;2025-03-17;94;2;134.78;10.03;e-commerce
734;2022-09-25;917;1;467.77;0.78;retail
735;2022-12-30;230;3;458.36;49.47;e-commerce
736;2024-03-15;544;1;453.83;2.82;e-commerce
737;2023-09-10;151;1;442.78;38.95;retail
738;2022-03-20;279;2;237.46;39.28;retail
739;2025-03-20;548;3;398.55;31.27;retail
740;2024-10-05;360;3;398.94;45.36;mobile
741;2023-08-20;369;3;299.59;30.93;e-commerce
742;2023-09-26;431;2;71.75;19.15;mobile
743;2024-03-23;615;1;244.35;2.88;e-commerce
744;2024-02-10;265;1;479.8;24.6;mobile
745;2024-07-03;239;1;146.84;6.4;e-commerce
746;2023-10-18;116;2;174.83;0.36;retail
747;2024-12-30;902;1;227.3;45.54;mobile
748;2024-03-26;814;1;122.77;47.59;mobile
749;2025-01-23;678;1;293.23;42.07;e-commerce
750;2024-05-07;569;3;53.95;29.14;e-commerce
751;2022-08-12;348;2;377.52;12.96;e-commerce
752;2024-08-13;657;2;457.2;21.82;mobile
753;2024-03-09;395;1;11.35;1.56;retail
754;2025-02-26;405;3;462.22;20.02;e-commerce
755;2022-01-29;875;3;383.38;43.47;retail
756;2024-06-09;650;3;472.73;22.64;e-commerce
757;2023-03-10;26;1;174.76;28.25;mobile
758;2023-05-29;905;2;231.94;7.56;mobile
759;2022-03-18;832;2;110.51;41.26;retail
760;2022-01-30;449;3;454.82;22.48;retail
761;2023-10-03;686;2;446.11;13.74;e-commerce
762;2024-12-03;219;2;157.94;7.4;mobile
763;2022-09-01;79;2;115.32;40.84;e-commerce
764;2024-06-29;757;3;447.74;38.2;e-commerce
765;2023-04-30;918;1;132.5;22.36;e-commerce
766;2023-06-20;914;2;246.47;38.15;retail
767;2025-02-18;38;3;64.89;29.18;e-commerce
768;2023-05-03;410;3;265.46;47.43;mobile
769;2023-07-26;273;3;46.2;17.76;mobile
770;2023-07-04;477;3;45.18;10.52;mobile
771;2022-03-20;997;3;447.12;26.05;e-commerce
772;2023-11-28;265;3;244.03;11.88;retail
773;2025-02-10;932;2;478.9;0.67;mobile
774;2022-10-19;361;3;307.86;1.58;mobile
775;2024-01-23;273;3;80.46;34.39;e-commerce
776;2022-06-01;698;1;441.88;26.89;retail
777;2022-03-26;899;1;481.47;2.2;retail
778;2022-03-25;467;3;225.47;25.0;mobile
779;2024-06-08;467;1;10.44;25.64;retail
780;2022-06-12;524;2;281.6;16.05;retail
781;2022-10-21;208;1;311.78;47.11;e-commerce
782;2024-06-24;532;1;198.12;24.68;retail
783;2022-01-25;828;3;461.22;40.18;mobile
784;2022-04-26;136;1;107.62;30.39;mobile
785;2023-02-18;489;3;346.53;29.12;e-commerce
786;2023-10-26;512;3;488.44;17.09;retail
787;2024-06-03;176;2;346.41;43.88;mobile
788;2022-12-04;317;3;339.99;45.45;retail
789;2023-02-25;229;2;478.09;45.32;e-commerce
790;2022-10-04;108;2;14.1;31.73;mobile
791;2023-12-04;381;3;445.44;40.68;retail
792;2023-06-29;437;3;170.82;1.53;mobile
793;2022-07-24;857;1;370.03;37.62;retail
794;2025-02-15;420;1;440.5;48.76;e-commerce
795;2024-11-17;329;3;473.38;29.57;e-commerce
796;2022-11-11;152;3;212.79;1.71;e-commerce
797;2025-03-05;813;3;497.3;35.32;retail
798;2022-04-17;439;1;115.23;41.3;retail
799;2022-11-21;943;1;296.85;49.89;retail
800;2022-03-12;16;2;48.79;24.61;mobile
801;2023-04-25;37;3;183.18;12.7;mobile
802;2024-05-25;302;3;231.84;21.21;retail
803;2024-11-19;884;2;171.44;18.38;retail
804;2022-12-15;588;1;286.88;33.84;mobile
805;2025-02-20;968;2;123.25;15.11;e-commerce
806;2024-02-21;649;1;336.63;32.79;retail
807;2023-06-02;952;1;360.29;2.14;mobile
808;2023-03-10;731;2;264.69;22.52;e-commerce
809;2024-08-24;938;2;245.49;44.03;mobile
810;2022-06-11;964;3;55.14;11.09;mobile
811;2024-05-13;414;3;430.22;29.72;e-commerce
812;2024-07-03;79;2;221.03;8.83;mobile
813;2024-11-15;388;3;25.0;13.23;mobile
814;2024-01-06;676;2;317.22;16.19;mobile
815;2025-01-09;859;2;328.38;18.73;mobile
816;2022-03-04;789;3;187.19;35.02;retail
817;2023-04-11;619;1;378.62;46.12;e-commerce
818;2022-08-04;271;2;339.75;40.86;retail
819;2025-03-05;960;1;174.35;30.34;retail
820;2023-10-16;260;2;48.51;49.13;e-commerce
821;2022-05-16;987;3;278.12;9.88;mobile
822;2022-07-19;73;1;328.1;22.42;e-commerce
823;2022-09-29;483;2;424.97;10.5;mobile
824;2022-10-08;608;3;70.57;34.84;e-commerce
825;2024-04-27;255;3;313.39;22.62;e-commerce
826;2024-08-12;376;2;98.77;45.37;retail
827;2024-04-27;954;3;103.63;41.21;e-commerce
828;2022-01-31;310;2;399.39;38.39;mobile
829;2024-10-24;963;1;385.52;28.11;e-commerce
830;2025-03-02;22;1;244.29;2.26;mobile
831;2023-08-27;948;1;133.27;42.76;mobile
832;2022-05-16;609;2;313.39;40.56;e-commerce
833;2024-12-14;691;3;362.52;18.36;e-commerce
834;2023-03-04;75;2;440.2;41.36;e-commerce
835;2023-11-15;115;1;368.79;43.68;retail
836;2024-11-05;476;1;105.47;31.02;retail
837;2023-05-23;305;3;391.19;43.17;mobile
838;2022-02-11;839;3;310.64;10.92;mobile
839;2023-10-12;129;2;240.03;40.03;mobile
840;2024-09-17;491;2;450.98;19.79;e-commerce
841;2023-08-03;651;1;473.0;38.86;e-commerce
842;2022-06-05;400;2;332.8;6.06;e-commerce
843;2022-10-01;359;2;289.34;24.92;retail
844;2024-07-31;795;3;414.25;10.62;mobile
845;2022-05-03;618;1;326.49;37.96;e-commerce
846;2025-01-07;428;2;372.72;25.14;mobile
847;2024-12-29;349;1;277.19;41.99;mobile
848;2024-11-01;712;1;266.04;23.09;retail
849;2024-09-22;844;2;360.07;3.01;retail
850;2023-11-27;994;3;353.98;17.49;mobile
851;2022-04-12;814;3;200.0;41.91;retail
852;2024-12-01;438;2;487.28;46.81;retail
853;2022-03-30;597;3;331.99;41.46;retail
854;2024-04-11;60;2;188.04;15.07;mobile
855;2024-05-02;244;1;420.9;33.52;mobile
856;2022-04-25;646;1;456.0;40.43;mobile
857;2022-03-22;777;3;221.46;26.31;retail
858;2022-08-09;504;1;69.29;39.97;e-commerce
859;2024-05-30;844;3;354.75;25.85;mobile
860;2022-10-15;879;1;200.79;27.39;retail
861;2022-05-21;64;1;336.53;39.19;mobile
862;2022-03-17;761;3;177.84;13.71;retail
863;2025-01-07;393;1;37.66;47.29;e-commerce
864;2025-02-11;590;1;294.61;46.9;mobile
865;2023-12-11;996;3;269.45;15.52;e-commerce
866;2024-06-25;540;1;452.66;40.77;mobile
867;2023-04-08;78;3;46.05;24.38;e-commerce
868;2024-07-08;318;1;113.55;18.6;e-commerce
869;2022-01-15;363;2;193.16;40.94;mobile
870;2024-04-23;502;3;199.7;49.06;retail
871;2022-05-02;701;2;231.61;18.51;e-commerce
872;2024-04-02;610;3;391.28;40.08;mobile
873;2022-07-10;274;1;486.82;7.5;mobile
874;2024-02-17;439;1;180.93;38.81;mobile
875;2023-03-11;310;3;192.5;25.2;mobile
876;2022-02-17;316;2;340.85;20.0;mobile
877;2023-04-27;319;3;356.56;35.27;mobile
878;2024-02-22;225;3;36.21;25.25;mobile
879;2024-03-08;530;3;492.21;11.1;e-commerce
880;2023-05-28;759;2;55.08;25.09;retail
881;2023-01-01;857;3;325.0;7.85;e-commerce
882;2025-01-22;28;3;446.87;34.27;mobile
883;2022-02-16;88;2;12.17;15.87;retail
884;2024-07-28;862;1;200.51;32.44;e-commerce
885;2022-10-02;124;3;426.97;42.29;retail
886;2024-10-27;307;3;290.17;8.37;retail
887;2023-10-28;638;1;370.89;16.9;e-commerce
888;2023-05-04;890;1;332.17;36.54;e-commerce
889;2023-02-21;809;1;350.55;42.64;retail
890;2023-11-12;306;3;132.07;40.84;retail
891;2023-07-24;355;1;120.87;47.67;e-commerce
892;2022-11-23;848;1;292.83;24.3;mobile
893;2022-12-03;759;3;53.89;21.5;mobile
894;2024-11-22;179;3;354.18;20.66;mobile
895;2022-09-27;857;1;448.14;43.68;retail
896;2024-05-09;309;3;52.63;41.08;retail
897;2022-03-09;427;2;323.78;27.78;e-commerce
898;2023-08-16;16;2;297.98;6.31;mobile
899;2022-06-23;770;2;289.03;16.74;retail
900;2022-08-20;203;1;425.0;5.28;mobile
901;2023-09-08;37;1;58.22;5.67;mobile
902;2023-07-14;670;1;363.41;23.63;e-commerce
903;2023-08-01;56;1;496.01;18.23;retail
904;2024-11-13;514;2;291.76;46.13;retail
905;2024-12-05;13;2;225.04;44.1;e-commerce
906;2022-04-04;17;3;458.57;49.98;retail
907;2024-02-22;983;2;215.96;43.5;retail
908;2022-12-04;381;1;103.99;26.5;e-commerce
909;2024-06-15;947;1;392.22;46.03;e-commerce
910;2024-09-18;988;2;155.55;5.47;e-commerce
911;2023-01-16;333;2;170.77;7.41;e-commerce
912;2022-08-04;833;3;396.33;8.78;retail
913;2024-11-23;592;1;95.19;24.5;retail
914;2024-11-05;465;3;308.05;47.92;e-commerce
915;2023-08-16;622;3;20.41;18.9;e-commerce
916;2024-09-01;906;1;165.01;36.98;e-commerce
917;2022-11-28;228;2;270.25;27.78;mobile
918;2022-02-01;285;1;457.03;20.91;retail
919;2024-02-21;636;2;195.66;0.55;e-commerce
920;2023-09-19;90;1;428.3;44.66;e-commerce
921;2023-03-10;761;1;387.4;35.37;mobile
922;2025-01-03;332;1;221.19;20.08;e-commerce
923;2024-10-16;18;3;299.42;40.08;e-commerce
924;2024-12-30;527;1;450.47;37.6;mobile
925;2023-11-07;280;2;346.68;28.11;retail
926;2024-07-19;206;2;85.78;26.66;mobile
927;2022-10-29;652;1;282.05;40.65;retail
928;2022-06-08;153;1;158.73;40.71;mobile
929;2022-10-16;485;3;330.63;4.13;retail
930;2024-10-19;919;3;339.75;33.79;mobile
931;2024-03-02;594;1;22.94;12.3;retail
932;2022-06-16;269;1;313.46;19.13;mobile
933;2024-02-24;502;3;117.21;40.2;e-commerce
934;2022-01-15;774;1;286.66;21.32;retail
935;2024-05-21;281;1;428.83;26.25;retail
936;2024-01-30;196;3;401.8;19.2;e-commerce
937;2022-11-05;675;2;421.91;5.95;mobile
938;2022-07-15;138;1;359.03;35.63;e-commerce
939;2024-09-05;792;1;411.47;42.49;retail
940;2024-07-31;6;2;269.61;37.84;mobile
941;2024-11-25;905;1;121.82;13.11;e-commerce
942;2022-04-17;603;1;407.43;38.56;retail
943;2024-08-21;847;1;126.65;19.02;mobile
944;2022-12-14;60;1;81.03;2.01;e-commerce
945;2022-06-13;402;2;439.58;26.45;retail
946;2024-10-02;9;3;384.23;24.57;e-commerce
947;2022-12-22;648;1;132.91;49.2;retail
948;2024-12-26;777;1;289.99;7.48;retail
949;2024-04-21;163;2;192.45;7.79;retail
950;2023-05-02;479;3;113.58;31.65;mobile
951;2024-08-11;710;3;35.91;12.4;e-commerce
952;2023-11-22;498;2;271.02;46.42;mobile
953;2022-02-09;612;1;422.47;23.88;mobile
954;2024-07-04;845;2;250.73;22.69;mobile
955;2022-09-07;732;3;275.52;41.42;retail
956;2022-12-13;955;1;94.66;26.63;e-commerce
957;2023-08-05;246;3;135.4;33.49;mobile
958;2024-08-12;203;2;307.6;44.83;mobile
959;2022-06-15;7;3;430.95;12.66;e-commerce
960;2024-03-23;109;3;385.86;28.54;e-commerce
961;2022-08-09;715;3;425.39;13.61;e-commerce
962;2023-09-24;120;1;368.11;15.73;e-commerce
963;2023-01-03;88;2;428.08;38.74;e-commerce
964;2023-12-16;270;1;99.96;38.47;retail
965;2023-06-23;292;1;90.71;17.08;e-commerce
966;2023-07-05;92;2;224.01;2.62;retail
967;2023-03-18;413;3;285.45;49.37;e-commerce
968;2023-12-23;814;1;368.47;8.05;e-commerce
969;2022-06-21;167;3;305.19;10.57;mobile
970;2023-03-27;468;3;92.53;1.12;retail
971;2023-06-01;563;2;240.82;0.3;mobile
972;2024-08-28;825;2;127.55;3.75;e-commerce
973;2022-06-29;434;1;382.79;37.31;mobile
974;2025-03-22;658;3;330.08;24.55;retail
975;2025-01-03;739;1;479.63;39.9;e-commerce
976;2022-08-12;354;3;327.72;48.7;e-commerce
977;2023-02-06;422;2;126.07;20.87;retail
978;2024-11-11;898;2;458.09;15.19;mobile
979;2023-01-20;600;2;303.83;10.93;retail
980;2022-06-26;4;1;165.53;11.29;mobile
981;2023-04-17;751;3;88.17;46.35;e-commerce
982;2025-02-16;382;2;318.1;23.47;e-commerce
983;2023-07-10;319;3;68.73;44.15;mobile
984;2025-02-10;256;3;250.05;13.32;mobile
985;2024-02-12;233;2;357.69;6.75;e-commerce
986;2025-03-23;443;3;60.24;17.03;e-commerce
987;2024-02-09;501;2;445.83;46.1;retail
988;2022-10-18;511;1;271.11;0.06;e-commerce
989;2024-07-15;27;3;12.53;10.19;e-commerce
990;2025-02-18;201;2;77.48;0.93;e-commerce
991;2022-12-28;898;3;60.69;22.28;e-commerce
992;2022-12-19;951;2;269.74;43.85;mobile
993;2023-01-20;51;2;161.84;8.74;mobile
994;2024-10-15;380;2;17.83;40.99;e-commerce
995;2023-03-24;831;2;151.03;39.84;e-commerce
996;2022-05-14;800;1;305.48;4.25;e-commerce
997;2022-08-04;520;2;173.86;12.53;retail
998;2023-01-16;351;3;62.52;21.41;e-commerce
999;2023-09-13;98;1;196.53;21.82;retail
1000;2025-01-07;606;2;365.57;0.72;retail
1001;2024-01-31;772;2;451.93;7.44;retail
1002;2022-06-16;427;2;260.52;26.93;retail
1003;2025-01-10;659;2;112.31;13.12;retail
1004;2024-10-03;421;2;212.7;35.33;e-commerce
1005;2022-04-28;522;3;471.65;41.71;mobile
1006;2025-02-06;747;3;298.8;31.71;mobile
1007;2024-10-06;332;1;29.58;31.51;e-commerce
1008;2025-01-05;184;1;383.55;5.86;e-commerce
1009;2024-02-29;869;3;256.29;44.72;retail
1010;2022-05-31;800;3;418.43;41.84;mobile
1011;2022-08-03;943;2;173.0;36.62;e-commerce
1012;2023-05-28;671;1;440.96;25.84;mobile
1013;2024-02-14;387;1;343.23;17.32;retail
1014;2022-11-08;515;1;319.8;43.56;mobile
1015;2024-03-09;362;2;324.01;28.51;mobile
1016;2022-10-22;887;1;43.71;34.7;retail
1017;2024-08-18;738;1;103.54;36.83;e-commerce
1018;2024-03-21;97;2;166.06;22.72;e-commerce
1019;2024-09-08;323;3;149.89;48.16;retail
1020;2024-04-19;496;2;98.21;5.67;mobile
1021;2024-12-02;773;2;108.02;20.37;e-commerce
1022;2025-02-04;611;1;141.51;41.61;e-commerce
1023;2022-03-14;191;2;441.19;30.07;retail
1024;2022-02-17;167;2;193.73;37.12;e-commerce
1025;2022-12-30;668;3;232.3;33.63;mobile
1026;2025-02-17;815;3;442.55;7.87;retail
1027;2024-01-16;637;1;357.87;31.29;mobile
1028;2023-04-09;26;2;232.86;31.07;retail
1029;2024-10-31;978;3;195.52;33.32;e-commerce
1030;2024-09-03;541;2;346.5;28.7;retail
1031;2023-12-13;673;3;276.31;18.1;retail
1032;2022-03-20;822;1;33.39;22.66;retail
1033;2022-11-19;80;2;195.91;16.99;e-commerce
1034;2023-09-04;649;2;493.41;29.89;retail
1035;2024-07-28;709;3;490.52;16.55;mobile
1036;2023-07-11;113;3;468.24;8.8;retail
1037;2022-09-15;652;2;238.43;12.08;e-commerce
1038;2022-12-29;440;3;340.81;10.36;mobile
1039;2022-08-28;186;2;464.29;34.08;e-commerce
1040;2023-03-03;856;3;477.76;3.91;retail
1041;2024-01-29;807;3;26.91;44.86;mobile
1042;2022-03-09;870;3;456.69;38.49;retail
1043;2024-02-25;605;1;411.45;24.59;e-commerce
1044;2024-11-28;536;2;97.12;11.03;e-commerce
1045;2022-01-31;765;3;185.84;16.77;retail
1046;2023-11-25;303;3;315.92;23.97;mobile
1047;2023-06-23;375;2;100.9;22.32;mobile
1048;2023-11-17;192;3;324.44;17.47;retail
1049;2022-01-14;358;3;218.33;42.92;retail
1050;2023-12-02;529;1;185.32;11.1;mobile
1051;2022-05-20;1;1;31.29;28.13;retail
1052;2022-01-31;674;2;344.66;21.21;mobile
1053;2022-09-10;371;2;54.55;38.46;mobile
1054;2024-05-03;248;1;24.26;9.22;e-commerce
1055;2024-06-15;338;3;287.14;8.66;e-commerce
1056;2023-02-13;323;2;88.06;17.93;e-commerce
1057;2022-10-14;551;2;46.67;48.32;retail
1058;2024-02-16;705;1;141.82;25.19;mobile
1059;2022-03-07;459;2;114.37;8.3;e-commerce
1060;2023-12-28;517;2;10.86;21.44;e-commerce
1061;2024-11-10;128;2;413.97;4.17;e-commerce
1062;2022-02-19;932;2;179.52;45.16;retail
1063;2023-09-30;638;3;63.75;0.3;retail
1064;2022-02-14;408;1;80.41;36.26;mobile
1065;2023-06-06;849;2;496.88;48.63;e-commerce
1066;2023-12-12;969;3;154.91;13.72;mobile
1067;2022-03-03;911;1;489.85;46.5;mobile
1068;2023-12-24;493;1;118.32;46.45;mobile
1069;2023-01-12;369;2;143.39;31.87;mobile
1070;2025-01-31;868;2;459.29;29.51;e-commerce
1071;2023-09-23;696;2;338.07;0.59;mobile
1072;2022-04-26;963;1;326.0;27.35;e-commerce
1073;2023-10-05;76;2;406.38;38.01;mobile
1074;2024-07-23;139;2;310.83;36.67;e-commerce
1075;2023-01-31;713;3;218.72;47.01;mobile
1076;2023-06-05;916;2;213.74;22.74;retail
1077;2023-04-19;655;3;22.39;40.51;retail
1078;2022-01-27;535;2;114.4;48.73;retail
